Accession (version),Accession,Old Family,Family
NC_020234.1,NC_020234,Partitiviridae,Partitiviridae
NC_020235.1,NC_020235,Partitiviridae,Partitiviridae
NC_028250.1,NC_028250,Partitiviridae,Partitiviridae
NC_028251.1,NC_028251,Partitiviridae,Partitiviridae
NC_036600.1,NC_036600,Partitiviridae,Partitiviridae
NC_036603.1,NC_036603,Partitiviridae,Partitiviridae
NC_016757.1,NC_016757,Quadriviridae,Quadriviridae
NC_016758.1,NC_016758,Quadriviridae,Quadriviridae
NC_016759.1,NC_016759,Quadriviridae,Quadriviridae
NC_016760.1,NC_016760,Quadriviridae,Quadriviridae
NC_021565.1,NC_021565,Totiviridae,Totiviridae
NC_007537.1,NC_007537,Partitiviridae,Partitiviridae
NC_007538.1,NC_007538,Partitiviridae,Partitiviridae
NC_015466.1,NC_015466,Unclassified,Siphoviridae
NC_002519.1,NC_002519,Zobellviridae,Podoviridae
NC_001544.1,NC_001544,Togaviridae,Togaviridae
NC_005888.1,NC_005888,Hepadnaviridae,Hepadnaviridae
NC_005950.1,NC_005950,Hepadnaviridae,Hepadnaviridae
NC_011500.2,NC_011500,Sedoreoviridae,Reoviridae
NC_011501.2,NC_011501,Sedoreoviridae,Reoviridae
NC_011502.2,NC_011502,Sedoreoviridae,Reoviridae
NC_011503.2,NC_011503,Sedoreoviridae,Reoviridae
NC_011504.2,NC_011504,Sedoreoviridae,Reoviridae
NC_011505.2,NC_011505,Sedoreoviridae,Reoviridae
NC_011506.2,NC_011506,Sedoreoviridae,Reoviridae
NC_011507.2,NC_011507,Sedoreoviridae,Reoviridae
NC_011508.2,NC_011508,Sedoreoviridae,Reoviridae
NC_011509.2,NC_011509,Sedoreoviridae,Reoviridae
NC_011510.2,NC_011510,Sedoreoviridae,Reoviridae
NC_021541.1,NC_021541,Sedoreoviridae,Reoviridae
NC_021542.1,NC_021542,Sedoreoviridae,Reoviridae
NC_021543.1,NC_021543,Sedoreoviridae,Reoviridae
NC_021544.1,NC_021544,Sedoreoviridae,Reoviridae
NC_021545.1,NC_021545,Sedoreoviridae,Reoviridae
NC_021546.1,NC_021546,Sedoreoviridae,Reoviridae
NC_021547.1,NC_021547,Sedoreoviridae,Reoviridae
NC_021548.1,NC_021548,Sedoreoviridae,Reoviridae
NC_021549.1,NC_021549,Sedoreoviridae,Reoviridae
NC_021550.1,NC_021550,Sedoreoviridae,Reoviridae
NC_021551.1,NC_021551,Sedoreoviridae,Reoviridae
NC_007543.1,NC_007543,Sedoreoviridae,Reoviridae
NC_007544.1,NC_007544,Sedoreoviridae,Reoviridae
NC_007545.1,NC_007545,Sedoreoviridae,Reoviridae
NC_007546.1,NC_007546,Sedoreoviridae,Reoviridae
NC_007547.1,NC_007547,Sedoreoviridae,Reoviridae
NC_007569.1,NC_007569,Sedoreoviridae,Reoviridae
NC_007570.1,NC_007570,Sedoreoviridae,Reoviridae
NC_007571.1,NC_007571,Sedoreoviridae,Reoviridae
NC_007572.1,NC_007572,Sedoreoviridae,Reoviridae
NC_007573.1,NC_007573,Sedoreoviridae,Reoviridae
NC_007574.1,NC_007574,Sedoreoviridae,Reoviridae
NC_014511.1,NC_014511,Sedoreoviridae,Reoviridae
NC_014512.1,NC_014512,Sedoreoviridae,Reoviridae
NC_014513.1,NC_014513,Sedoreoviridae,Reoviridae
NC_014514.1,NC_014514,Sedoreoviridae,Reoviridae
NC_014515.1,NC_014515,Sedoreoviridae,Reoviridae
NC_014516.1,NC_014516,Sedoreoviridae,Reoviridae
NC_014517.1,NC_014517,Sedoreoviridae,Reoviridae
NC_014518.1,NC_014518,Sedoreoviridae,Reoviridae
NC_014519.1,NC_014519,Sedoreoviridae,Reoviridae
NC_014520.1,NC_014520,Sedoreoviridae,Reoviridae
NC_014521.1,NC_014521,Sedoreoviridae,Reoviridae
NC_021625.1,NC_021625,Sedoreoviridae,Reoviridae
NC_021626.1,NC_021626,Sedoreoviridae,Reoviridae
NC_021627.1,NC_021627,Sedoreoviridae,Reoviridae
NC_021628.1,NC_021628,Sedoreoviridae,Reoviridae
NC_021629.1,NC_021629,Sedoreoviridae,Reoviridae
NC_021630.1,NC_021630,Sedoreoviridae,Reoviridae
NC_021631.1,NC_021631,Sedoreoviridae,Reoviridae
NC_021632.1,NC_021632,Sedoreoviridae,Reoviridae
NC_021633.1,NC_021633,Sedoreoviridae,Reoviridae
NC_021634.1,NC_021634,Sedoreoviridae,Reoviridae
NC_021635.1,NC_021635,Sedoreoviridae,Reoviridae
NC_021580.1,NC_021580,Sedoreoviridae,Reoviridae
NC_021581.1,NC_021581,Sedoreoviridae,Reoviridae
NC_021582.1,NC_021582,Sedoreoviridae,Reoviridae
NC_021583.1,NC_021583,Sedoreoviridae,Reoviridae
NC_021584.1,NC_021584,Sedoreoviridae,Reoviridae
NC_021585.1,NC_021585,Sedoreoviridae,Reoviridae
NC_021586.1,NC_021586,Sedoreoviridae,Reoviridae
NC_021587.1,NC_021587,Sedoreoviridae,Reoviridae
NC_021588.1,NC_021588,Sedoreoviridae,Reoviridae
NC_021589.1,NC_021589,Sedoreoviridae,Reoviridae
NC_021590.1,NC_021590,Sedoreoviridae,Reoviridae
NC_007548.1,NC_007548,Sedoreoviridae,Reoviridae
NC_007549.1,NC_007549,Sedoreoviridae,Reoviridae
NC_007550.1,NC_007550,Sedoreoviridae,Reoviridae
NC_007551.1,NC_007551,Sedoreoviridae,Reoviridae
NC_007552.1,NC_007552,Sedoreoviridae,Reoviridae
NC_007553.1,NC_007553,Sedoreoviridae,Reoviridae
NC_007554.1,NC_007554,Sedoreoviridae,Reoviridae
NC_007555.1,NC_007555,Sedoreoviridae,Reoviridae
NC_007556.1,NC_007556,Sedoreoviridae,Reoviridae
NC_007557.1,NC_007557,Sedoreoviridae,Reoviridae
NC_007558.1,NC_007558,Sedoreoviridae,Reoviridae
NC_026820.2,NC_026820,Sedoreoviridae,Reoviridae
NC_026821.2,NC_026821,Sedoreoviridae,Reoviridae
NC_026822.2,NC_026822,Sedoreoviridae,Reoviridae
NC_026823.2,NC_026823,Sedoreoviridae,Reoviridae
NC_026824.2,NC_026824,Sedoreoviridae,Reoviridae
NC_026825.2,NC_026825,Sedoreoviridae,Reoviridae
NC_026826.2,NC_026826,Sedoreoviridae,Reoviridae
NC_026827.2,NC_026827,Sedoreoviridae,Reoviridae
NC_026828.2,NC_026828,Sedoreoviridae,Reoviridae
NC_026829.2,NC_026829,Sedoreoviridae,Reoviridae
NC_026830.2,NC_026830,Sedoreoviridae,Reoviridae
NC_024443.1,NC_024443,Hepadnaviridae,Hepadnaviridae
NC_001407.1,NC_001407,Retroviridae,Retroviridae
NC_034219.1,NC_034219,Polyomaviridae,Polyomaviridae
NC_009021.1,NC_009021,Coronaviridae,Coronaviridae
NC_030886.1,NC_030886,Coronaviridae,Coronaviridae
NC_001545.2,NC_001545,Matonaviridae,Togaviridae
NC_019025.1,NC_019025,Betaflexiviridae,Betaflexiviridae
NC_026238.1,NC_026238,Caulimoviridae,Caulimoviridae
NC_011920.1,NC_011920,Caulimoviridae,Caulimoviridae
NC_025428.1,NC_025428,Casjensviridae,Siphoviridae
NC_001814.1,NC_001814,Potyviridae,Potyviridae
NC_006313.1,NC_006313,Arenaviridae,Arenaviridae
NC_006317.1,NC_006317,Arenaviridae,Arenaviridae
NC_033697.1,NC_033697,Flaviviridae,Flaviviridae
NC_002066.1,NC_002066,Iflaviridae,Iflaviridae
NC_004051.1,NC_004051,Narnaviridae,Narnaviridae
NC_004050.1,NC_004050,Narnaviridae,Narnaviridae
NC_003745.1,NC_003745,Totiviridae,Totiviridae
NC_001641.1,NC_001641,Totiviridae,Totiviridae
NC_032106.1,NC_032106,Totiviridae,Totiviridae
NC_013464.1,NC_013464,Geminiviridae,Geminiviridae
NC_001780.1,NC_001780,Tombusviridae,Tombusviridae
NC_009951.1,NC_009951,Polyomaviridae,Polyomaviridae
NC_014567.1,NC_014567,Orthoherpesviridae,Herpesviridae
NC_016448.1,NC_016448,Orthoherpesviridae,Herpesviridae
NC_001350.1,NC_001350,Orthoherpesviridae,Herpesviridae
NC_034554.1,NC_034554,Nairoviridae,Hantaviridae
NC_034561.1,NC_034561,Nairoviridae,Hantaviridae
NC_034562.1,NC_034562,Nairoviridae,Hantaviridae
NC_022802.1,NC_022802,Picornaviridae,Picornaviridae
NC_029127.1,NC_029127,Phenuiviridae,Phenuiviridae
NC_029128.1,NC_029128,Phenuiviridae,Phenuiviridae
NC_029129.1,NC_029129,Phenuiviridae,Phenuiviridae
NC_025386.1,NC_025386,Paramyxoviridae,Paramyxoviridae
NC_019540.1,NC_019540,Zobellviridae,Podoviridae
NC_012957.1,NC_012957,Picornaviridae,Picornaviridae
NC_012986.1,NC_012986,Picornaviridae,Picornaviridae
NC_025114.1,NC_025114,Picornaviridae,Picornaviridae
NC_025360.1,NC_025360,Paramyxoviridae,Paramyxoviridae
NC_027707.1,NC_027707,Poxviridae,Poxviridae
NC_003930.1,NC_003930,Togaviridae,Togaviridae
NC_003433.1,NC_003433,Togaviridae,Togaviridae
NC_031946.1,NC_031946,Unclassified,Podoviridae
NC_031930.1,NC_031930,Casjensviridae,Siphoviridae
NC_030919.1,NC_030919,Unclassified,Podoviridae
NC_029071.1,NC_029071,Drexlerviridae,Siphoviridae
NC_029045.1,NC_029045,Casjensviridae,Siphoviridae
NC_029042.1,NC_029042,Ackermannviridae,Myoviridae
NC_015938.1,NC_015938,Grimontviridae,Podoviridae
NC_031258.1,NC_031258,Autographiviridae,Podoviridae
NC_031271.1,NC_031271,Autographiviridae,Podoviridae
NC_031228.1,NC_031228,Casjensviridae,Siphoviridae
NC_031925.1,NC_031925,Unclassified,Siphoviridae
NC_031939.1,NC_031939,Unclassified,Myoviridae
NC_011976.1,NC_011976,Unclassified,Podoviridae
NC_021774.1,NC_021774,Peduoviridae,Myoviridae
NC_021772.1,NC_021772,Schitoviridae,Podoviridae
NC_021782.1,NC_021782,Schitoviridae,Podoviridae
NC_013059.1,NC_013059,Unclassified,Podoviridae
NC_031045.1,NC_031045,Ackermannviridae,Myoviridae
NC_031924.1,NC_031924,Unclassified,Siphoviridae
NC_031021.1,NC_031021,Unclassified,Siphoviridae
NC_031042.1,NC_031042,Demerecviridae,Myoviridae
NC_010807.1,NC_010807,Autographiviridae,Podoviridae
NC_031026.1,NC_031026,Drexlerviridae,Siphoviridae
NC_019488.1,NC_019488,Peduoviridae,Myoviridae
NC_029003.2,NC_029003,Peduoviridae,Myoviridae
NC_028696.2,NC_028696,Unclassified,Podoviridae
NC_028699.1,NC_028699,Unclassified,Myoviridae
NC_029015.2,NC_029015,Peduoviridae,Myoviridae
NC_028701.2,NC_028701,Peduoviridae,Myoviridae
NC_031129.1,NC_031129,Unclassified,Myoviridae
NC_019910.1,NC_019910,Ackermannviridae,Myoviridae
NC_019545.1,NC_019545,Unclassified,Siphoviridae
NC_017985.1,NC_017985,Unclassified,Podoviridae
NC_018843.1,NC_018843,Unclassified,Siphoviridae
NC_014900.1,NC_014900,Unclassified,Podoviridae
NC_026607.2,NC_026607,Straboviridae,Myoviridae
NC_031128.1,NC_031128,Ackermannviridae,Myoviridae
NC_018275.1,NC_018275,Unclassified,Podoviridae
NC_023608.1,NC_023608,Unclassified,Siphoviridae
NC_024204.1,NC_024204,Unclassified,Siphoviridae
NC_031065.1,NC_031065,Straboviridae,Myoviridae
NC_018279.1,NC_018279,Unclassified,Siphoviridae
NC_010495.1,NC_010495,Unclassified,Siphoviridae
NC_015271.1,NC_015271,Autographiviridae,Podoviridae
NC_031902.1,NC_031902,Demerecviridae,Siphoviridae
NC_031933.1,NC_031933,Demerecviridae,Siphoviridae
NC_025443.1,NC_025443,Unclassified,Podoviridae
NC_025442.1,NC_025442,Casjensviridae,Siphoviridae
NC_027119.1,NC_027119,Ackermannviridae,Myoviridae
NC_019539.1,NC_019539,Unclassified,Siphoviridae
NC_004775.2,NC_004775,Unclassified,Podoviridae
NC_028698.1,NC_028698,Unclassified,Siphoviridae
NC_005282.1,NC_005282,Unclassified,Myoviridae
NC_021779.1,NC_021779,Casjensviridae,Siphoviridae
NC_021780.1,NC_021780,Casjensviridae,Siphoviridae
NC_027329.1,NC_027329,Unclassified,Myoviridae
NC_002730.1,NC_002730,Unclassified,Podoviridae
NC_021783.1,NC_021783,Casjensviridae,Siphoviridae
NC_002014.1,NC_002014,Inoviridae,Inoviridae
NC_021777.1,NC_021777,Unclassified,Siphoviridae
NC_026017.1,NC_026017,Unclassified,Siphoviridae
NC_022772.1,NC_022772,Ackermannviridae,Myoviridae
NC_022768.1,NC_022768,Ackermannviridae,Myoviridae
NC_002371.2,NC_002371,Unclassified,Podoviridae
NC_001421.2,NC_001421,Tectiviridae,Tectiviridae
NC_005340.1,NC_005340,Peduoviridae,Myoviridae
NC_020416.1,NC_020416,Straboviridae,Myoviridae
NC_011802.1,NC_011802,Unclassified,Podoviridae
NC_016071.1,NC_016071,Unclassified,Myoviridae
NC_016763.1,NC_016763,Unclassified,Siphoviridae
NC_022752.1,NC_022752,Unclassified,Siphoviridae
NC_009232.2,NC_009232,Unclassified,Siphoviridae
NC_022754.1,NC_022754,Unclassified,Siphoviridae
NC_016073.1,NC_016073,Ackermannviridae,Myoviridae
NC_019530.1,NC_019530,Ackermannviridae,Myoviridae
NC_028754.1,NC_028754,Demerecviridae,Siphoviridae
NC_023856.1,NC_023856,Ackermannviridae,Myoviridae
NC_024122.1,NC_024122,Ackermannviridae,Myoviridae
NC_021775.1,NC_021775,Unclassified,Siphoviridae
NC_004831.2,NC_004831,Autographiviridae,Podoviridae
NC_015269.1,NC_015269,Demerecviridae,Siphoviridae
NC_019417.1,NC_019417,Casjensviridae,Siphoviridae
NC_016761.1,NC_016761,Unclassified,Podoviridae
NC_027402.1,NC_027402,Unclassified,Myoviridae
NC_006940.2,NC_006940,Unclassified,Siphoviridae
NC_027351.1,NC_027351,Unclassified,Myoviridae
NC_004348.1,NC_004348,Unclassified,Podoviridae
NC_027297.1,NC_027297,Demerecviridae,Siphoviridae
NC_027344.1,NC_027344,Straboviridae,Myoviridae
NC_027360.1,NC_027360,Unclassified,Myoviridae
NC_015296.1,NC_015296,Ackermannviridae,Myoviridae
NC_001652.1,NC_001652,Rhabdoviridae,Rhabdoviridae
NC_025676.1,NC_025676,Caliciviridae,Caliciviridae
NC_006318.1,NC_006318,Phenuiviridae,Phenuiviridae
NC_006319.1,NC_006319,Phenuiviridae,Phenuiviridae
NC_006320.1,NC_006320,Phenuiviridae,Phenuiviridae
NC_015411.1,NC_015411,Phenuiviridae,Phenuiviridae
NC_015412.1,NC_015412,Phenuiviridae,Phenuiviridae
NC_015413.1,NC_015413,Phenuiviridae,Phenuiviridae
NC_034516.1,NC_034516,Hantaviridae,Hantaviridae
NC_034517.1,NC_034517,Hantaviridae,Hantaviridae
NC_034526.1,NC_034526,Hantaviridae,Hantaviridae
NC_028234.1,NC_028234,Rhabdoviridae,Rhabdoviridae
NC_015069.1,NC_015069,Nodaviridae,Nodaviridae
NC_015070.1,NC_015070,Nodaviridae,Nodaviridae
NC_031141.1,NC_031141,Nairoviridae,Peribunyaviridae
NC_031142.1,NC_031142,Nairoviridae,Peribunyaviridae
NC_031143.1,NC_031143,Nairoviridae,Peribunyaviridae
NC_031093.1,NC_031093,Rhabdoviridae,Rhabdoviridae
NC_003987.1,NC_003987,Picornaviridae,Picornaviridae
NC_004451.1,NC_004451,Picornaviridae,Picornaviridae
NC_000940.1,NC_000940,Caliciviridae,Caliciviridae
NC_010624.1,NC_010624,Caliciviridae,Caliciviridae
NC_006554.1,NC_006554,Caliciviridae,Caliciviridae
NC_006269.1,NC_006269,Caliciviridae,Caliciviridae
NC_027026.1,NC_027026,Caliciviridae,Caliciviridae
NC_018461.1,NC_018461,Peribunyaviridae,Peribunyaviridae
NC_018462.1,NC_018462,Peribunyaviridae,Peribunyaviridae
NC_018466.1,NC_018466,Peribunyaviridae,Peribunyaviridae
NC_003785.2,NC_003785,Secoviridae,Secoviridae
NC_003786.2,NC_003786,Secoviridae,Secoviridae
NC_033726.1,NC_033726,Flaviviridae,Flaviviridae
NC_025837.1,NC_025837,Solemoviridae,Luteoviridae
NC_027778.1,NC_027778,Iridoviridae,Iridoviridae
NC_003399.1,NC_003399,Potyviridae,Potyviridae
NC_011659.1,NC_011659,Alphaflexiviridae,Alphaflexiviridae
NC_030392.1,NC_030392,Totiviridae,Totiviridae
NC_023893.1,NC_023893,Endornaviridae,Endornaviridae
NC_007415.1,NC_007415,Alphaflexiviridae,Alphaflexiviridae
NC_021706.1,NC_021706,Endornaviridae,Endornaviridae
NC_015939.1,NC_015939,Hypoviridae,Hypoviridae
NC_022896.1,NC_022896,Hypoviridae,Hypoviridae
NC_026510.1,NC_026510,Mitoviridae,Narnaviridae
NC_028475.1,NC_028475,Mitoviridae,Narnaviridae
NC_023598.1,NC_023598,Mitoviridae,Narnaviridae
NC_030152.1,NC_030152,Spinareoviridae,Reoviridae
NC_030153.1,NC_030153,Spinareoviridae,Reoviridae
NC_030154.1,NC_030154,Spinareoviridae,Reoviridae
NC_030155.1,NC_030155,Spinareoviridae,Reoviridae
NC_030156.1,NC_030156,Spinareoviridae,Reoviridae
NC_030157.1,NC_030157,Spinareoviridae,Reoviridae
NC_030158.1,NC_030158,Spinareoviridae,Reoviridae
NC_030159.1,NC_030159,Spinareoviridae,Reoviridae
NC_030160.1,NC_030160,Spinareoviridae,Reoviridae
NC_030161.1,NC_030161,Spinareoviridae,Reoviridae
NC_030162.1,NC_030162,Spinareoviridae,Reoviridae
NC_030163.1,NC_030163,Spinareoviridae,Reoviridae
NC_013014.1,NC_013014,Partitiviridae,Partitiviridae
NC_013015.1,NC_013015,Partitiviridae,Partitiviridae
NC_030203.1,NC_030203,Tombusviridae,Tombusviridae
NC_025387.1,NC_025387,Rhabdoviridae,Rhabdoviridae
NC_009657.1,NC_009657,Coronaviridae,Coronaviridae
NC_011537.1,NC_011537,Tymoviridae,Tymoviridae
NC_024150.1,NC_024150,Adenoviridae,Adenoviridae
NC_030837.1,NC_030837,Parvoviridae,Parvoviridae
NC_025259.1,NC_025259,Polyomaviridae,Polyomaviridae
NC_024891.1,NC_024891,Anelloviridae,Anelloviridae
NC_024890.1,NC_024890,Anelloviridae,Anelloviridae
NC_026138.1,NC_026138,Anelloviridae,Anelloviridae
NC_015212.1,NC_015212,Anelloviridae,Anelloviridae
NC_035188.1,NC_035188,Poxviridae,Poxviridae
NC_003215.1,NC_003215,Togaviridae,Togaviridae
NC_034529.1,NC_034529,Rhabdoviridae,Rhabdoviridae
NC_011349.1,NC_011349,Picornaviridae,Picornaviridae
NC_006995.1,NC_006995,Geminiviridae,Geminiviridae
NC_024492.1,NC_024492,Nodaviridae,Nodaviridae
NC_024493.1,NC_024493,Nodaviridae,Nodaviridae
NC_030748.1,NC_030748,Geminiviridae,Geminiviridae
NC_030746.1,NC_030746,Alphaflexiviridae,Alphaflexiviridae
NC_005236.1,NC_005236,Hantaviridae,Hantaviridae
NC_005237.1,NC_005237,Hantaviridae,Hantaviridae
NC_005238.1,NC_005238,Hantaviridae,Hantaviridae
NC_008719.1,NC_008719,Flaviviridae,Flaviviridae
NC_017085.1,NC_017085,Polyomaviridae,Polyomaviridae
NC_021563.1,NC_021563,Unclassified,Siphoviridae
NC_020083.1,NC_020083,Ackermannviridae,Myoviridae
NC_024121.1,NC_024121,Unclassified,Myoviridae
NC_026251.1,NC_026251,Parvoviridae,Parvoviridae
NC_004718.3,NC_004718,Coronaviridae,Coronaviridae
NC_018136.1,NC_018136,Phenuiviridae,Phenuiviridae
NC_018137.1,NC_018137,Phenuiviridae,Phenuiviridae
NC_018138.1,NC_018138,Phenuiviridae,Phenuiviridae
NC_003557.1,NC_003557,Betaflexiviridae,Betaflexiviridae
NC_003795.1,NC_003795,Alphaflexiviridae,Alphaflexiviridae
NC_007433.1,NC_007433,Potyviridae,Potyviridae
NC_018463.1,NC_018463,Peribunyaviridae,Peribunyaviridae
NC_018464.1,NC_018464,Peribunyaviridae,Peribunyaviridae
NC_018467.1,NC_018467,Peribunyaviridae,Peribunyaviridae
NC_031215.1,NC_031215,Rhabdoviridae,Rhabdoviridae
NC_031216.1,NC_031216,Rhabdoviridae,Rhabdoviridae
NC_031218.1,NC_031218,Nairoviridae,Peribunyaviridae
NC_031219.1,NC_031219,Nairoviridae,Peribunyaviridae
NC_031220.1,NC_031220,Nairoviridae,Peribunyaviridae
NC_026942.1,NC_026942,Polyomaviridae,Polyomaviridae
NC_004002.1,NC_004002,Poxviridae,Poxviridae
NC_005890.1,NC_005890,Hepadnaviridae,Hepadnaviridae
NC_025436.1,NC_025436,Unclassified,Myoviridae
NC_025470.1,NC_025470,Unclassified,Myoviridae
NC_025458.1,NC_025458,Unclassified,Myoviridae
NC_025463.1,NC_025463,Unclassified,Myoviridae
NC_025466.1,NC_025466,Unclassified,Myoviridae
NC_023594.2,NC_023594,Chaseviridae,Myoviridae
NC_021331.1,NC_021331,Drexlerviridae,Siphoviridae
NC_021857.1,NC_021857,Unclassified,Myoviridae
NC_022749.1,NC_022749,Unclassified,Myoviridae
NC_031085.1,NC_031085,Straboviridae,Myoviridae
NC_030953.1,NC_030953,Straboviridae,Myoviridae
NC_031011.1,NC_031011,Straboviridae,Myoviridae
NC_031022.1,NC_031022,Demerecviridae,Siphoviridae
NC_031090.1,NC_031090,Straboviridae,Myoviridae
NC_029120.1,NC_029120,Unclassified,Podoviridae
NC_013693.1,NC_013693,Ackermannviridae,Myoviridae
NC_016566.1,NC_016566,Unclassified,Siphoviridae
NC_025434.1,NC_025434,Unclassified,Podoviridae
NC_026010.1,NC_026010,Drexlerviridae,Siphoviridae
NC_025829.1,NC_025829,Straboviridae,Myoviridae
NC_023589.1,NC_023589,Schitoviridae,Podoviridae
NC_005344.1,NC_005344,Unclassified,Podoviridae
NC_027382.1,NC_027382,Unclassified,Myoviridae
NC_015456.1,NC_015456,Drexlerviridae,Siphoviridae
NC_015457.1,NC_015457,Straboviridae,Myoviridae
NC_014595.1,NC_014595,Straboviridae,Myoviridae
NC_025437.1,NC_025437,Straboviridae,Myoviridae
NC_028685.1,NC_028685,Unclassified,Podoviridae
NC_025365.1,NC_025365,Rhabdoviridae,Rhabdoviridae
NC_030394.2,NC_030394,Iridoviridae,Iridoviridae
NC_028364.1,NC_028364,Picornaviridae,Picornaviridae
NC_031221.1,NC_031221,Peribunyaviridae,Peribunyaviridae
NC_031222.1,NC_031222,Peribunyaviridae,Peribunyaviridae
NC_031223.1,NC_031223,Peribunyaviridae,Peribunyaviridae
NC_018459.1,NC_018459,Peribunyaviridae,Peribunyaviridae
NC_018460.1,NC_018460,Peribunyaviridae,Peribunyaviridae
NC_018465.1,NC_018465,Peribunyaviridae,Peribunyaviridae
NC_023861.2,NC_023861,Picornaviridae,Picornaviridae
NC_027799.1,NC_027799,Circoviridae,Circoviridae
NC_031456.1,NC_031456,Geminiviridae,Geminiviridae
NC_031457.1,NC_031457,Geminiviridae,Geminiviridae
NC_031454.1,NC_031454,Geminiviridae,Geminiviridae
NC_031455.1,NC_031455,Geminiviridae,Geminiviridae
NC_014794.1,NC_014794,Geminiviridae,Geminiviridae
NC_014795.1,NC_014795,Geminiviridae,Geminiviridae
NC_004657.1,NC_004657,Geminiviridae,Geminiviridae
NC_004658.1,NC_004658,Geminiviridae,Geminiviridae
NC_014446.1,NC_014446,Geminiviridae,Geminiviridae
NC_014447.1,NC_014447,Geminiviridae,Geminiviridae
NC_004659.1,NC_004659,Geminiviridae,Geminiviridae
NC_004660.1,NC_004660,Geminiviridae,Geminiviridae
NC_002046.1,NC_002046,Geminiviridae,Geminiviridae
NC_002047.1,NC_002047,Geminiviridae,Geminiviridae
NC_014128.1,NC_014128,Geminiviridae,Geminiviridae
NC_014130.1,NC_014130,Geminiviridae,Geminiviridae
NC_004635.2,NC_004635,Geminiviridae,Geminiviridae
NC_014799.1,NC_014799,Geminiviridae,Geminiviridae
NC_007638.1,NC_007638,Geminiviridae,Geminiviridae
NC_005330.1,NC_005330,Geminiviridae,Geminiviridae
NC_005331.1,NC_005331,Geminiviridae,Geminiviridae
NC_016573.1,NC_016573,Geminiviridae,Geminiviridae
NC_016579.1,NC_016579,Geminiviridae,Geminiviridae
NC_015044.1,NC_015044,Geminiviridae,Geminiviridae
NC_015046.1,NC_015046,Geminiviridae,Geminiviridae
NC_015043.1,NC_015043,Geminiviridae,Geminiviridae
NC_015047.1,NC_015047,Geminiviridae,Geminiviridae
NC_008056.1,NC_008056,Geminiviridae,Geminiviridae
NC_008059.1,NC_008059,Geminiviridae,Geminiviridae
NC_020256.1,NC_020256,Geminiviridae,Geminiviridae
NC_004637.1,NC_004637,Geminiviridae,Geminiviridae
NC_020254.1,NC_020254,Geminiviridae,Geminiviridae
NC_020255.1,NC_020255,Geminiviridae,Geminiviridae
NC_017987.1,NC_017987,Geminiviridae,Geminiviridae
NC_004639.1,NC_004639,Geminiviridae,Geminiviridae
NC_008779.1,NC_008779,Geminiviridae,Geminiviridae
NC_008780.1,NC_008780,Geminiviridae,Geminiviridae
NC_016082.1,NC_016082,Geminiviridae,Geminiviridae
NC_016083.1,NC_016083,Geminiviridae,Geminiviridae
NC_020253.1,NC_020253,Geminiviridae,Geminiviridae
NC_009354.1,NC_009354,Geminiviridae,Geminiviridae
NC_009547.1,NC_009547,Geminiviridae,Geminiviridae
NC_004661.1,NC_004661,Geminiviridae,Geminiviridae
NC_004662.1,NC_004662,Geminiviridae,Geminiviridae
